Moisture,Temperature,pH,Support Growth
50.09,31.19,0.06,Yes
87.38,20.6,2.07,No
93.62,38.67,0.06,No
88.71,7.19,4.11,No
80.97,41.11,9.04,No
33.1,12.47,4.59,No
70.58,2.15,0.88,No
73.86,19.01,6.83,Yes
9.02,36.12,13.72,No
12.33,11.69,1.62,No
92.89,26.32,0.42,No
5.45,38.88,5.56,No
30.99,32.8,2.69,No
74.55,19.92,0.21,No
28.06,9.4,3.64,No
0.49,13.94,7.88,No
4.48,16.3,10.08,No
32.38,14.52,10.87,No
26.86,33.71,0.71,No
85.66,13.37,12.65,No
92.44,17.25,1.57,No
74.65,17.88,8.91,No
0.12,5.87,3.39,No
98.36,13.24,7.95,No
96.67,33.9,3.87,No
46.76,8.77,4.64,No
46.27,37.12,7.72,No
20.99,41.49,12.35,No
92.59,13.73,0.41,No
19.2,3.56,1.56,No
92.17,13.82,1.46,No
52.81,18.65,5.14,No
7.91,14.55,2.3,No
64.32,42.55,12.54,No
95.16,15.93,2.12,No
51.26,38.57,11.47,No
25.46,19.37,13.17,No
48.27,16.87,6.05,Yes
72.77,35.59,0.79,No
5.41,45.44,5.97,No
41.47,15.2,5.47,No
9.87,35.65,1.9,No
5.27,15.29,4.52,No
54.07,25.02,10.7,No
52.47,30.97,7.05,Yes
13.76,6.87,2.57,No
71.63,47.2,9.69,No
83.82,43.53,11.27,No
1.63,4.55,8.1,No
81.56,44.55,12.3,No
54.85,47.95,13.46,No
86.6,3.26,11.14,No
38.1,27.6,1.62,No
63.69,19.93,2.67,No
66.76,41.48,11.58,No
58.67,12.18,1.55,No
63.59,39.37,5.83,No
75.09,26.13,1.53,No
38.57,34.31,6.99,Yes
58.4,28.2,12.02,No
42.3,39.79,11.97,No
36.04,21.01,4.76,No
57.45,0.08,8.45,No
20.71,12.45,5.17,No
4.5,44.04,1.85,No
93.46,31.82,9.16,No
75.25,33.18,1.68,No
6.39,36.81,1.87,No
43.01,35.46,0,No
52,43,13.19,No
54.21,42.78,8.65,No
31.83,12.66,12.74,No
64.84,15.85,5.86,Yes
7.3,41.44,1.25,No
28.67,40.05,10.77,No
26.73,24.09,1.5,No
42.03,30.51,6.43,Yes
73.34,21.29,2.89,No
67.03,23.75,0.37,No
71.06,12.42,10.9,No
66.53,2.1,6.19,No
60.42,11.96,4.85,No
69.76,31.37,9.72,Yes
51.82,45.89,4.7,No
67.19,6.29,11.83,No
28.98,9.86,4.03,No
45.5,0.72,6.89,No
90.49,28.07,11.89,No
74.69,37.53,6.58,No
83.94,2.56,3.63,No
5.15,36.36,1.07,No
44.26,48.27,3.63,No
62.04,29.62,10.45,Yes
89.19,3.81,10.23,No
34.42,24.65,5.73,No
72.87,10.42,9.11,No
43.86,32.21,8.02,Yes
23.73,12.91,4.13,No
77.34,22.42,10.59,No
38.81,49.49,12.91,No
51.57,17.25,5.25,No
20.85,13.89,8.09,No
98.51,14.47,1.03,No
57.1,32.64,2.2,Yes
77.38,11.62,11.49,No
29.88,19.94,2.49,No
89.72,16.76,11.47,No
15.31,44.14,7.89,No
31.09,35.59,6.25,No
41.72,3.55,5.17,No
98.55,25.71,9.9,No
31.58,9.37,11.02,No
62.87,37.79,2.55,No
90.54,25.11,9.55,No
90.97,28.18,13.59,No
42.49,20.51,2.18,No
6.58,16.99,6.11,Yes
9.45,28.29,3.87,No
17.39,33.17,12.68,No
5.67,49.76,3.63,No
22.5,31.03,12.5,No
40.35,42.5,13.41,No
42.47,12.46,8.01,No
48.49,44.39,12.67,No
53.29,25.37,3.44,No
37.35,11.99,8.62,No
10.27,36.16,2.64,No
25.53,29.28,0.71,No
68.58,30.89,13.33,Yes
70.06,0.44,5.85,No
61.77,11.26,13.75,No
7.65,25.04,8.36,No
37.12,24.75,4.06,No
87.98,35.58,1.85,No
92.1,29.92,4.31,No
9.04,30.67,3.51,No
79.07,19.49,5,No
65.7,32.84,0.32,Yes
24.19,34.12,1.7,No
82.17,19.69,1.25,No
86.77,36.11,5.13,No
82.55,31.14,7.06,No
84.6,47.15,7,No
32.13,27.07,7.84,No
89.94,31.85,2.87,No
39.9,13.96,2.63,No
70.45,34.86,5.6,Yes
83.75,13.98,11.89,No
97.96,23.42,5.94,No
90.47,20.25,3.03,No
27.93,19.09,7.02,No
70.36,0.05,9.06,No
19.74,5.64,6.88,No
35.6,43.68,5.98,No
76.92,15.29,4.25,No
18.07,35.53,1.56,No
73.84,34.19,1.21,Yes
6.05,10.11,9.04,No
20.92,20.89,10.85,No
64.83,3.03,5.06,No
82.4,24.69,1.28,No
90.24,40.73,5.62,No
45.73,5.67,5.21,No
34.37,44.86,13.3,No
43.39,10.71,2.64,No
33.89,47.19,4.49,No
36.22,1.11,12.69,No
69.17,22.81,5.67,Yes
40.16,2.78,12.01,No
17.25,14.25,2.52,No
48.27,12.34,9.17,No
43.72,31.91,0.48,Yes
62.33,4.33,2.24,No
71.31,3.14,3.68,No
14.42,0.64,6.94,No
65.5,44.33,8.54,No
73.77,31.04,11.54,Yes
89.88,35.75,12.03,No
48.94,17.12,2.89,No
39.48,14.82,13.03,No
93.45,46.62,9.7,No
62.1,45.97,9.4,No
55.68,21.29,13.31,No
73.26,36.62,2.87,No
10.47,6.27,10.95,No
41.39,34.24,4.9,No
14.38,37.69,11.89,No
84.61,30.47,13.05,No
86.82,30.28,2.95,No
33.62,14.35,13.41,No
85.88,14.57,13.15,No
73.02,14.84,9.69,No
17.02,14.3,6.17,No
25.82,49.3,4.86,No
2.49,8.56,9.28,No
28.21,42.01,12.75,No
4.55,32.6,7.07,No
41.21,33.85,11.27,No
36.43,41.55,9.54,No
76.86,8.88,6.62,No
76.43,24.77,3.41,No
45.82,7.48,13.62,No
24.9,42.56,10.68,No
17.96,2.64,5.64,No
70.11,45.29,11.66,No
36.36,44.12,3.75,No
68.11,12.96,7.42,No
83.09,37.38,13.49,No
70.41,35.7,13.24,No
68.69,47.79,10.95,No
36.88,3.06,12.99,No
37.18,23.93,13.44,No
10.82,8.4,3.43,No
74.51,30.98,2.6,Yes
1.93,13.26,13.01,No
43.21,15.25,8.34,No
8.13,20.27,4,No
43.48,14.4,3.89,No
99.6,24.5,13.94,No
20.8,19.9,2.67,No
80.7,2.85,1.26,No
13.24,40.2,7.08,No
45.2,49.65,11.83,No
56.26,35.19,6.78,No
75.11,18.99,12,No
50.95,16.12,8.82,No
96.77,41.05,2.39,No
52.59,7.92,7.69,No
4.8,6.25,5.96,No
33.44,13.99,1.58,No
72.26,45.33,6.97,No
18.94,11.72,7.91,No
56.25,22.82,10.31,No
60.56,33.69,8.63,Yes
72.89,43.25,5.09,No
56.89,26.79,4.37,No
63.77,22.71,13.76,No
41.57,38.18,0.45,No
35.64,41.47,4,No
45.76,49.6,2.16,No
19.73,41.45,8.28,No
92.83,1.97,12.01,No
37.87,45.95,11.9,No
91.87,29.43,12.76,No
36.68,46.8,10.18,No
50.33,24.83,10.49,No
66.58,7,10.42,No
26.34,37.65,6.24,No
41.94,17.19,5.1,No
98.53,33.41,1.34,No
58.35,17.77,4,No
13.88,1.16,9.69,No
22.53,27.73,6.82,No
61.75,38.36,7.63,No
89.59,40.48,0.19,No
82.62,17.04,1.88,No
13.6,30.01,2.43,No
80.84,14.13,2.8,No
60.6,37.44,9.91,No
8.55,25.36,0.52,No
70.47,21.86,1.09,No
15.16,36.69,7.17,No
46.83,46.25,0.5,No
98.85,49.33,9.67,No
70.38,2.24,0.93,No
21.75,34.56,9.82,No
56.64,23.61,4.36,No
59.74,33.97,11.35,Yes
13.04,46.86,7.08,No
34.08,11.97,11.34,No
50.86,33.2,13.88,Yes
33.5,2.3,10.29,No
78.51,14.85,0.98,No
92.41,22.36,9.38,No
62.7,6.08,13.39,No
19.27,40.84,3.18,No
11.47,47,5.38,No
37,24.22,10.21,No
11.13,13.51,12.76,No
83.15,25,8.6,No
12.89,18.52,13.45,No
20.17,18.79,7.89,No
62.79,5.62,12.08,No
22.54,29.07,8.56,No
47.17,15.34,1.04,No
85.66,11.27,2.19,No
20.62,29.13,4.54,No
39.54,18.99,3.99,No
56.29,36.01,13.62,No
85.04,11.63,2.49,No
32.13,17.6,10.14,No
10.07,38.24,0.1,No
75.76,31.14,0.98,No
64.75,10.15,0.19,No
96.97,42.08,1,No
17.17,17.29,9.69,No
94.03,29.47,6.35,Yes
65.15,30.34,10.72,Yes
38.41,43.69,9.79,No
5.61,15.42,10.36,No
75.99,2.29,1.14,No
36.72,33.88,7.03,Yes
33.86,26.52,1.69,No
3.87,25.16,4.36,No
71.67,28.14,8.84,No
86.73,6.45,11.07,No
21.09,34.09,1.8,No
34.28,4.08,11.77,No
31.04,17.32,6.37,Yes
5.98,47.52,4.03,No
47.47,5.62,7.62,No
93.72,1.52,5.72,No
40.02,23.81,11.74,No
13.56,48.6,1.7,No
94.12,12.7,0.81,No
5.88,41.6,1.41,No
73.42,23.73,0.32,No
48.57,4.34,0.08,No
89.44,15.67,5.22,No
41.53,43.27,5.69,No
47.51,8.82,11.12,No
42.79,40.21,9.41,No
41.28,27.71,3.56,No
76.87,40.3,0.32,No
74.77,3.38,10.74,No
37.93,49.64,6.3,No
95.08,1.36,8.11,No
51.6,12.56,13.56,No
85.59,12.97,6.46,No
7.67,49.24,4.32,No
22.38,32.9,8.99,No
55.27,38.24,7.41,No
22.57,28.55,2.67,No
26.49,7.3,6.4,No
97.61,19.25,2.4,No
5.75,27.16,1.36,No
16.83,24.03,6.54,No
92.83,2.28,0.42,No
94.24,21.26,1.81,No
62.03,18.35,6.34,Yes
23.43,11.89,10.28,No
64.83,16.87,6.18,Yes
48.44,7.39,8.55,No
53.59,30.77,10.68,Yes
86.78,33.5,7.04,No
65.74,20.3,9.09,No
25.57,5.53,0.46,No
55.66,13.44,9.49,No
78.77,28.74,7.33,No
91.87,23.02,1.12,No
87.69,36.23,10.43,No
94.36,48.59,11.14,No
84.63,17.5,3.23,No
8.11,34.18,6.25,Yes
79.42,36.13,3.88,No
13.24,33.16,10.97,No
30.77,33.97,8.94,No
68.91,21.63,8.68,No
49.27,15.43,1.26,No
3.54,7.4,6.47,No
3.98,9.16,11.16,No
71.71,2.15,6.2,No
82.23,28.65,6.25,No
47.39,45.61,13.39,No
23.15,6.17,0.92,No
2.8,26.57,10.93,No
97.95,41.83,7.99,No
89.62,36.92,2.24,No
46.72,44.92,4.76,No
93.89,48.62,11.62,No
86.02,5.15,8.07,No
75.49,9.38,10.76,No
56.42,46.5,9.53,No
29.72,4.98,1.17,No
60.57,25.88,7.46,No
95.05,6.33,12.7,No
17,10.92,0.21,No
14.13,45.22,1.69,No
74.31,31.99,8.53,Yes
94.14,38.34,9.33,No
15.89,15.64,10.64,No
49.37,21.68,5.84,No
37.62,45.32,8.17,No
61.79,1.5,12.08,No
53.03,27.63,2.69,No
58.81,28.53,4.88,No
92.63,0.89,7.14,No
53.77,27.88,8.43,No
79.27,30.75,5.57,Yes
99.22,48.07,4.81,No
34.09,36.07,9.45,No
96.26,48.7,11.73,No
10.45,34.1,1.16,No
15.03,22.44,12.22,No
18.04,43.38,1.91,No
11.18,8.57,13.55,No
91.72,0.38,7,No
33.19,47.47,12.41,No
74.63,23.19,6.93,Yes
54.64,40.33,12.38,No
15.14,29.26,11.74,No
20.65,47.68,1.01,No
41.15,31.1,4.66,Yes
46.33,46.41,3.18,No
98.06,25.15,2.35,No
84.68,39.67,6.24,No
50.89,44.14,1.47,No
73.07,17.64,1.06,No
52.54,4.66,5.61,No
56.19,17.68,6.18,Yes
0.09,16.18,2.87,No
17.76,49.83,8.5,No
75.8,12.96,3.46,No
75.49,25.33,0.6,No
20.99,8.86,4.37,No
72.93,2.77,12.71,No
9.91,11.71,4.08,No
69.13,41.2,11.65,No
57.09,28.57,13.44,No
93.67,28.17,9.98,No
12.76,47.97,5.95,No
52.74,47.07,10.16,No
1.27,48.69,1.79,No
69.62,16.65,13.84,No
61.24,41.69,11.97,No
12.28,22.61,3.81,No
33.87,12.11,6.06,Yes
67.17,30.82,2.16,Yes
31.65,26.06,4.01,No
40.87,30.43,2.84,Yes
91.9,12.1,3.06,No
22.39,9.75,2.1,No
16.9,27.51,4.9,No
46.24,25.34,8.33,No
63.17,39.07,8.56,No
53.59,5.29,1.48,No
14.91,11.14,6.84,No
72.12,41.79,12.05,No
17.35,30.33,5.09,No
54.52,48.11,9.17,No
2.04,3.41,2.85,No
60.93,41.31,5.85,No
25.48,1.99,3.76,No
41.67,44.32,10.39,No
29.06,38.01,4.83,No
4.26,30.89,4.37,No
16.28,5.81,4.78,No
49.66,7.99,6.29,No
55.67,26.53,6,Yes
51.31,8.37,13.62,No
37.07,10.97,4.45,No
20.07,23.35,10.04,No
31.18,20.15,3.93,No
80.41,30.74,5.28,No
83.71,38.48,5.46,No
52.56,46.3,6.44,No
69.09,4.08,2.05,No
96.66,35.08,3.08,No
29.7,1.04,7.74,No
84.86,14.68,3.33,No
87.55,38.43,11.35,No
7.81,30.51,13.81,No
43.61,33.28,5.05,No
20.56,37.63,0.06,No
63.02,33.9,2.77,Yes
12.95,15.11,6.61,No
68.05,29.48,6.24,Yes
76.37,47.11,4.1,No
64.36,36.38,11.74,No
40.95,16.2,6.12,Yes
99.76,31.98,13.75,No
37.04,26.86,0.76,No
56.01,23.08,1.48,No
95.2,6.12,2.42,No
52.8,12.96,0.57,No
26.46,44.69,11.16,No
18.22,14.49,1.65,No
37.79,22.48,9.56,No
98.22,21.24,12.62,No
96.53,21.53,6.37,No
90.34,12.32,10.26,No
4.99,34.23,10.41,No
74.67,3.47,2.71,No
74.83,37.06,0.64,No
58.48,10.95,11.22,No
15.56,9.93,0.14,No
42.09,42.14,10.84,No
40.57,22.89,1.63,No
12.8,21.34,7.57,No
53.07,0.13,1.86,No
55.39,28.97,8.86,No
73.27,44.81,2.64,No
67.73,15.21,7.22,Yes
86.44,34.77,10.15,No
71.36,25.59,7.43,No
89.67,43.3,2.84,No
80.54,18.96,0.11,No
90.45,21.87,6.46,No
59.39,6.08,2.1,No
34.46,36.92,4.06,No
58.09,19.54,1.48,No
98.25,20.75,7.93,No
14.08,9.85,5.33,No
40.61,30.96,10.46,Yes
87.02,15.53,6.94,No
52.69,6.74,6.41,No
84.74,1.74,1.93,No
60.71,1.67,7.73,No
78.95,25.77,1.77,No
31.8,16.89,12.1,No
21.37,45.04,3.7,No
57.33,32.09,5.36,Yes
18.91,42.04,4.2,No
17.82,45.78,13.41,No
44.55,48.41,8.27,No
18.58,32.9,10.62,No
31.17,35.62,8.37,No
78.98,27.84,10.75,No
20.85,15.41,3.25,No
93.12,25.39,2.35,No
81.46,12.08,0.38,No
53.68,10.38,0.76,No
43.6,4.36,8.37,No
66.35,18.8,10.09,No
47.75,49.47,1.14,No
88.68,6.62,1.59,No
64.07,8.19,7.81,No
96.23,12.78,1.49,No
24.2,43.4,3.21,No
95.23,5.64,4.56,No
4.26,45.77,11.79,No
33.32,44.9,4.71,No
20.34,43.22,1.63,No
89.49,21.83,3.56,No
10.4,44.46,1.02,No
40.77,12.18,4.99,No
78.54,23.4,2.86,No
89.63,20.75,12.07,No
82.26,40.72,13.43,No
73.27,25.05,7.78,No
6.16,34.07,6.26,Yes
75.92,41.21,3.25,No
77.45,2.42,5.58,No
46.6,22.98,5.44,No
42.66,4.73,1.47,No
22.07,30.93,1.67,No
69.47,10.35,6.93,No
46.78,49.01,5.53,No
10.84,7.68,8.88,No
72.39,34.47,13.76,Yes
94.92,27.17,10.96,No
75.42,26.36,5.96,No
50.27,24.75,6.13,Yes
27.38,43.76,5.92,No
66.18,34.62,0.67,Yes
19.8,8.97,2.85,No
26.29,24.7,8.5,No
52.83,24.04,12.4,No
40.91,26.97,10.93,No
37.97,46.87,4.94,No
81.26,1.31,5.69,No
15.35,9.93,2.67,No
25.99,44.93,9.83,No
0.13,31.63,10.42,No
16.61,43.22,10.75,No
65.74,29.86,12.27,Yes
32.16,31.87,2.79,Yes
7.57,8.75,3.21,No
36.29,3.02,11.28,No
18.35,31.97,8.91,No
24.63,42.15,3.28,No
35.72,17.66,9.43,No
28.3,5.38,10.61,No
45.87,28.16,1.51,No
66.59,8.28,2.18,No
25.92,19.17,11.83,No
52.95,18.08,4.98,No
1.81,31.76,2.26,No
5.85,12.91,2.69,No
25.92,23.27,1.02,No
11.71,3.77,9.61,No
16.53,44.66,5.52,No
47.18,37.21,1.51,No
83.53,16.44,6.96,No
37.16,40.39,2.23,No
61.42,11.81,8.89,No
27.75,28.41,6.54,No
32.84,26.43,1.1,No
2.64,17.42,13.58,No
6.05,25.04,8.4,No
84.15,48.3,2.86,No
88.26,32.26,3.94,No
57.53,7.2,0.03,No
13.34,44.13,0.82,No
30.35,31.87,9.09,Yes
96.84,41.24,9.08,No
73.98,23.09,4.22,No
75.18,8.85,4.47,No
58.78,12.06,12.34,No
74.79,7.76,11.8,No
1.38,4.27,12.48,No
27.96,19.03,9.29,No
78.65,2.19,4.7,No
23.04,26.69,6.52,No
76.74,47.35,12.59,No
83.09,35.85,7.31,No
57.99,0.82,0.56,No
84.37,43.09,9.65,No
40.1,1.17,13.12,No
51.17,11.39,9.51,No
69.02,49.58,3.25,No
61.07,17.45,13.29,No
51.92,32.86,9.77,Yes
75.93,25.32,2.53,No
98.95,43.54,13.41,No
53.41,25.08,9.32,No
49.1,11.33,2.65,No
42.49,39.8,11.94,No
23.78,5.38,5.83,No
74.77,39.58,1.5,No
48.67,33.23,0.29,No
85.53,39.75,5.26,No
33.81,35.46,6.8,No
98.74,13,7.58,No
67.1,0.41,6.67,No
71.76,45.22,10.71,No
41.95,49.47,8.25,No
59.06,7.75,9.1,No
44.11,29.36,9.56,No
53.61,6.71,13.49,No
37.69,5.14,11.39,No
31.73,41.55,12.5,No
24.12,25.19,1.1,No
19.89,30.02,6.39,Yes
82.17,20.28,4.68,No
14.87,38.24,3.32,No
83.09,48.87,12.55,No
16.36,28.19,6.97,No
85.48,18.08,1.46,No
65.68,28.91,11.27,No
5.32,46.13,1.46,No
97.19,35.66,13.92,No
36.3,24.36,1.55,No
64.5,0.83,6.72,No
31.02,34.54,0.04,No
12.98,44.3,9.33,No
11.02,36.05,0.77,No
87.55,39.26,8.77,No
89.06,48.05,8.91,No
47.4,33.99,1.86,No
29.29,44.2,4.4,No
46.67,7.31,7.16,No
52.09,1.89,8.83,No
85.13,13.78,0.29,No
11.88,2.61,1.21,No
3.61,40.28,6.81,No
56.75,0.73,9.79,No
92.41,13.7,1.27,No
34.46,18.02,11.16,No
25.49,13.08,8.64,No
4.88,0.92,5.99,No
52.7,0.5,9.74,No
75,21.28,9.2,No
41.12,2.21,10.5,No
63.28,17.51,4.18,No
35.39,49.54,4.48,No
13.03,35.95,8.17,No
46.31,0.2,11.91,No
63.12,15.1,12.67,No
45.44,27.22,4.9,No
95.61,3.84,7.12,No
71.88,4.59,3.14,No
32.96,38.29,13.62,No
64.06,6.7,12.62,No
6.53,32.5,0.51,No
26.05,0.4,10.92,No
59.43,41.86,10.54,No
44.98,26.83,0.9,No
31.24,6.94,1.94,No
93.1,26.11,2.52,No
15.58,17.61,0.03,No
25.06,14.22,2.87,No
89.72,22.18,10.91,No
63.34,34.13,7.89,Yes
10.21,7.94,3.77,No
33.69,37.8,2.6,No
30.5,10.23,1.19,No
41.9,47.13,9.1,No
57.33,3.22,7.72,No
15.86,34.25,0.92,No
16.02,28.18,6.74,No
49.88,2.82,0.72,No
35.07,44.4,3.6,No
12.32,5.35,12.07,No
6.77,18.68,2.13,No
88.08,14.29,2.03,No
5.35,19,11.82,No
41.09,45.9,6.69,No
13.05,29.28,13.72,No
30.34,8.73,11.68,No
71.83,12.57,8.19,No
64.34,45.77,9.29,No
33.07,15.01,7.13,No
92.62,21.58,13.26,No
61.22,45.22,9.73,No
66.37,21.55,12.34,No
83.96,39.57,7.43,No
51.2,12.82,3.77,No
14.29,23.69,0.12,No
95.15,5.21,12.36,No
74.51,42.43,5.76,No
30.94,31.53,6.68,Yes
45.9,19.39,7.7,No
40.52,8.05,9.84,No
16.4,15.85,11.83,No
98.67,45.91,3.47,No
24.79,21.43,6.21,Yes
39.14,18.24,4.5,No
89.44,49.57,3.91,No
82.85,34.97,10.78,No
13.53,11.05,12.04,No
15.49,33.48,3.5,No
98.3,28.06,2.09,No
79.54,5.74,4.93,No
61.3,2.68,5.48,No
37.95,46.57,1.24,No
73.4,7.86,5.58,No
38.15,7.24,7.39,No
91.56,47.43,12.7,No
19.5,39.32,2.1,No
10.01,9.7,10.48,No
47.9,9.2,1.07,No
23.95,5.94,4.13,No
78.34,21.12,6.08,Yes
68.78,13.48,9.86,No
39.32,48.89,7.19,No
37.78,30.37,4.38,Yes
80.39,19.59,6.89,No
59.76,10.46,3.62,No
43.6,33.74,6.45,Yes
50.62,45.72,6.16,No
98.38,9.83,12.82,No
39.6,10.25,11.26,No
35.96,21.7,13.86,No
3.6,7.31,3.29,No
22.65,23.76,6.25,Yes
64.08,44.85,2.77,No
9.51,44.63,5.44,No
95.65,2,3.43,No
45.62,6.82,4,No
9.06,19.36,7.99,No
2.86,0.09,13.08,No
33.78,45.41,6.47,No
60.42,25.06,6.31,Yes
50.12,35.25,9.05,No
94.89,4.7,8.24,No
76.91,7.25,2.33,No
74.2,5.22,8.47,No
35.99,17.27,9.59,No
39.21,28.16,7.7,No
60.58,11.56,1.53,No
18.06,5.75,12.55,No
69.66,36.14,9.04,No
1.08,21.41,13.43,No
16.86,22.85,5.27,No
45.26,8.99,9.82,No
67.34,0.12,7.94,No
38.21,5.92,0.34,No
38.49,21.46,12.48,No
37.92,40.25,9.75,No
74.24,27.59,0.83,No
97.74,40.29,11.49,No
50.9,28.09,10.62,No
34.69,15.49,0.92,No
29.55,31.43,0.95,Yes
54.79,35.26,3,No
74.3,6.12,11,No
69.56,15.28,11.12,No
77.58,22.86,1.77,No
9.9,36.91,1.97,No
94.38,33.47,9.04,No
34.15,14.46,5.97,No
46.45,34.65,7.84,No
88.36,21.27,12.99,No
21.6,12.5,7.8,No
93.6,26.91,10.45,No
40.12,2,1.25,No
56.84,19.19,13.37,No
80.64,48.77,13.27,No
76.73,22.47,1.48,No
22.01,27.21,3.41,No
77.84,18.94,4.02,No
61.98,6.02,5.27,No
29.69,21.99,2,No
95.38,21.32,2.32,No
72.67,13.13,4.52,No
85.85,17.95,5.81,No
3.25,46.92,4.27,No
96.6,16.14,8.98,No
27.25,12.89,13.7,No
60.16,3.81,4.44,No
95.49,49.12,10.46,No
12.41,22.1,8.99,No
17.65,1.98,3.32,No
39.66,15.5,5.33,No
14.01,3.38,13.37,No
86.55,49.3,13.35,No
0.67,2.14,0.3,No
70.13,25.24,10.23,No
79.09,33,5.35,No
23.63,33.24,11.75,No
17.08,7.88,7.74,No
71.29,44.71,4.11,No
83.2,14.58,0.72,No
15.89,31.06,0.38,No
46.84,0.33,10.64,No
79.85,48.9,3.44,No
54.05,36.71,2.42,No
96.7,4.23,4.56,No
73.28,14.84,13.03,No
77.62,34.93,0.07,No
91.15,35.74,11.4,No
6.48,27.27,6.09,Yes
24.19,3.85,7.17,No
11.63,32.44,1.81,No
22.33,46.15,2.05,No
57.58,20.44,10.91,No
14.64,36.7,5.67,No
25.99,19.77,7.05,No
95.52,5.21,3.62,No
40.47,38.22,6.68,No
26.46,4.24,11.66,No
3.95,10.09,7.78,No
82.24,34.22,2.71,No
51.27,39.77,11.04,No
58.12,48.69,12.14,No
13.23,13.87,10.58,No
52.3,29.69,12.15,Yes
31.58,4.61,6.58,No
29.21,20.93,6.28,Yes
2.08,2.4,3.35,No
13.02,25.75,7.84,No
87.83,23.7,6.59,No
18.32,23.33,4.86,No
94.93,42.89,8.57,No
58.19,48.78,4.34,No
58.08,9.21,8.38,No
4.73,9.9,5.51,No
11.87,40.43,8.41,No
81.52,34.12,12.56,No
53.79,49.33,8.72,No
10.93,29.75,5.67,Yes
20.14,7.62,10.65,No
58.53,22.5,4.64,No
74.2,22.33,2.53,No
78.29,20.88,9.99,No
39.99,34.08,7.26,Yes
87.47,47.15,4.24,No
32.12,8.85,13.7,No
85.91,47.92,12.08,No
42.94,42.42,11.44,No
23.66,47.17,2.23,No
33.01,9.54,10.92,No
71.58,3.01,9.91,No
96.05,4.95,11.9,No
45.94,48.51,7.42,No
61.67,46.2,9.86,No
57.87,14.04,1.92,No
26.82,7.5,5.79,No
38.79,41.85,5.01,No
1.32,33.29,3.24,No
56.34,46.43,13.26,No
52.99,35.25,5.94,No
73.07,16,8.5,No
2.89,41.57,1.75,No
27.36,44.56,8.49,No
86.88,7.52,0.46,No
53.66,49.84,6.31,No
69.88,22.36,6.11,Yes
72.87,29.52,4.27,Yes
0.89,18.28,0.2,No
24.96,31.3,8.08,No
57.04,45.01,4.01,No
44.03,11.43,1.9,No
1.35,6.83,2.56,No
58.24,49.49,7.93,No
72.2,8.84,5.56,No
67.29,8.52,10.11,No
88.72,3.17,10.74,No
72.12,46.82,1.93,No
59.68,41.1,10.14,No
74.95,2,6.51,No
46.48,29.58,2.36,Yes
71.26,45.79,3.2,No
49.94,34.55,4.81,No
81.22,41.04,9.26,No
62.16,15.6,12.61,No
14.69,46.29,10.29,No
44.64,37.03,9.17,No
18.14,26.66,8.01,No
57.44,45.4,2.03,No
26.9,9.66,11.13,No
38.18,13.5,13.35,No
71.44,29.82,2.23,Yes
52.12,24.6,13.36,No
37.48,2.06,7.45,No
6.62,23.38,9.07,No
55.58,30.97,8.35,Yes
98.56,39.6,8.9,No
18.08,30.86,7.61,No
89.4,39.94,2.76,No
64.94,4.12,13.21,No
6.08,17.66,12.71,No
33.12,36.13,3.45,No
36.97,40.71,9.17,No
68.39,16.63,3.73,No
86.28,3.78,2.87,No
73.04,49.39,5.53,No
15.32,3.37,13.12,No
85.27,38.88,5.2,No
91.32,30.68,0.45,No
95.46,43.13,10.39,No
16.75,12.71,13.53,No
96.02,23.45,6.98,No
91.36,5.9,7.58,No
32.53,30.3,10.34,Yes
94.44,31.86,4.52,No
20.55,30.32,13.5,No
16.87,45.36,9.43,No
28.79,5.55,6.01,No
38.72,3.79,6.97,No
86.96,28.26,5.49,No
81.85,33.59,0.78,No
70.03,44.12,7.35,No
62.53,43.91,4.02,No
25.74,12.71,13.96,No
5.8,34.58,11.6,No
23.63,20.06,9.59,No
18.13,44.06,10.67,No
15.07,9.88,0.03,No
11.22,8.35,3.24,No
0.34,39.05,7.43,No
24.41,13.05,6.45,No
28.21,0.21,11.16,No
99.69,26.13,4.24,No
16,32.51,11.79,No
98.86,44.33,4.77,No
3.32,37.61,6.15,No
62.04,9.34,11.33,No
9.57,7.58,10.1,No
66.93,4.56,5.06,No
55.94,24.99,2.55,No
93.22,14.58,8.23,No
57.27,16.77,9.99,No
27.74,13.52,11.4,No
84.61,28.58,13.47,No
60.03,9.19,3.52,No
99.99,21.2,1.33,No
24.07,0.76,3.54,No
13.58,26.15,2.39,No
89.63,31.91,1.96,No
84.98,48.44,12.38,No
26.5,6.25,1.47,No
51.71,0.12,5.43,No
65.43,42.95,8.61,No
82.68,28.03,12.17,No
23.23,13.62,3.7,No
91.1,32.26,5.34,No
98.77,39.1,10.19,No
32.64,16.72,0.37,No
77.31,22.58,11.03,No
88.2,19.85,9.97,No
64.28,10.64,2.9,No
36.32,5.41,7.89,No
74.99,12.95,1.36,No
76.04,19.48,7.21,No
7.46,16.25,7.31,No
30.14,4.88,8.42,No
77.72,29.58,1.02,No
99.68,28.67,11.13,No
58.15,20.4,9.54,No
49.38,13.47,6.96,No
75.13,9.33,1.37,No
31.63,13.85,12.05,No
80.25,9.79,0.47,No
65.19,34.7,12.55,Yes
70,14.91,11.46,No
80.16,44.38,9.5,No
99.43,21.99,11.14,No
84.7,49.59,10.42,No
34.2,37.15,3.25,No
55.35,1.87,4.67,No
